zone_id,week,zone_type,population_density,road_capacity,effective_road_capacity,vehicle_density,traffic_pressure,congestion,average_speed,red_light_violations,weather,road_condition,special_event,incident_count,incident_occurred
Zone_49,12,University_District,11539,59,59.0,49.28,0.835,51.11,49.21,5,Normal,Good,0,1,1
Zone_50,12,University_District,11592,68,68.0,45.38,0.667,37.06,55.64,7,Normal,Good,0,0,0
Zone_01,13,Commercial_Downtown,8726,60,60.0,48.19,0.803,48.92,52.02,6,Normal,Good,0,0,0
Zone_02,13,Residential,12426,92,92.0,51.15,0.556,25.71,60.63,4,Normal,Good,0,0,0
Zone_03,13,University_District,7685,63,63.0,27.24,0.432,21.37,62.75,5,Normal,Good,0,0,0
Zone_04,13,Highway_Junction,2415,72,72.0,9.76,0.136,13.38,62.69,4,Normal,Good,0,0,0
Zone_05,13,Commercial_Downtown,8343,66,66.0,45.72,0.693,38.34,54.93,6,Normal,Good,0,3,1
Zone_06,13,University_District,8747,86,86.0,41.9,0.487,21.43,62.63,2,Normal,Good,0,0,0
Zone_07,13,University_District,7267,42,42.0,35.32,0.841,47.79,52.68,3,Normal,Good,0,0,0
Zone_08,13,Highway_Junction,2040,43,43.0,9.61,0.223,8.01,65.64,0,Normal,Good,0,0,0
Zone_09,13,Suburban_LowDensity,3241,92,92.0,5.28,0.057,7.62,63.65,1,Normal,Good,0,0,0
Zone_10,13,Residential,15099,47,47.0,40.58,0.863,53.21,50.83,5,Normal,Good,0,0,0
Zone_11,13,Residential,9955,43,43.0,31.16,0.725,40.33,53.92,4,Normal,Good,0,0,0
Zone_12,13,Commercial_Downtown,8725,68,68.0,42.78,0.629,32.05,57.55,7,Normal,Good,0,0,0
Zone_13,13,Suburban_LowDensity,1361,75,75.0,3.34,0.045,3.56,67.83,2,Normal,Good,0,0,0
Zone_14,13,University_District,10551,99,81.97,47.86,0.584,30.67,46.24,2,Light Rain,Moderate,0,0,0
Zone_15,13,Residential,14863,86,86.0,47.27,0.55,26.87,56.37,3,Normal,Good,0,0,0
Zone_16,13,Highway_Junction,1963,84,84.0,14.48,0.172,8.66,60.78,5,Normal,Good,0,0,0
Zone_17,13,Residential,8064,48,48.0,13.84,0.288,7.68,66.18,3,Normal,Good,0,0,0
Zone_18,13,Industrial_Corridor,3295,90,90.0,8.23,0.091,7.14,64.18,6,Normal,Good,0,0,0
Zone_19,13,Industrial_Corridor,4136,81,81.0,4.25,0.052,8.16,64.97,4,Normal,Good,0,0,0
Zone_20,13,Commercial_Downtown,3700,73,73.0,17.67,0.242,7.27,63.9,6,Normal,Good,0,0,0
Zone_21,13,Residential,11645,74,74.0,24.65,0.333,16.13,63.27,3,Normal,Good,0,0,0
Zone_22,13,University_District,7570,76,76.0,35.78,0.471,21.65,59.32,3,Normal,Good,0,0,0
Zone_23,13,Suburban_LowDensity,2228,53,53.0,0.0,0.0,5.77,65.03,2,Normal,Good,0,0,0
Zone_24,13,Commercial_Downtown,8634,99,99.0,37.88,0.383,13.7,59.74,2,Normal,Good,0,0,0
Zone_25,13,Residential,10790,71,71.0,35.39,0.498,26.33,56.11,4,Normal,Good,0,0,0
Zone_26,13,University_District,7678,75,62.1,29.02,0.467,25.83,50.97,2,Light Rain,Moderate,0,0,0
Zone_27,13,Suburban_LowDensity,4357,81,81.0,9.17,0.113,5.8,64.26,1,Normal,Good,0,0,0
Zone_28,13,Highway_Junction,1845,83,83.0,12.33,0.149,9.67,61.93,2,Normal,Good,0,0,0
Zone_29,13,Residential,13450,94,94.0,27.77,0.295,8.67,62.91,2,Normal,Good,0,0,0
Zone_30,13,Highway_Junction,2448,66,66.0,2.77,0.042,7.72,66.04,1,Normal,Good,0,0,0
Zone_31,13,Commercial_Downtown,9364,45,45.0,39.2,0.871,47.37,48.07,7,Normal,Good,0,0,0
Zone_32,13,Commercial_Downtown,7248,81,81.0,35.59,0.439,23.93,61.23,5,Normal,Good,0,0,0
Zone_33,13,Commercial_Downtown,6945,63,52.16,27.4,0.525,25.06,49.67,3,Light Rain,Moderate,0,0,0
Zone_34,13,Industrial_Corridor,3320,51,51.0,10.19,0.2,8.56,63.06,2,Normal,Good,0,0,0
Zone_35,13,Residential,15280,95,95.0,43.6,0.459,19.99,58.47,1,Normal,Good,0,0,0
Zone_36,13,Residential,12737,62,62.0,40.88,0.659,32.4,53.91,3,Normal,Good,0,0,0
Zone_37,13,Residential,11474,92,92.0,41.1,0.447,19.38,60.42,1,Normal,Good,0,0,0
Zone_38,13,Commercial_Downtown,9035,94,94.0,56.55,0.602,31.64,53.62,6,Normal,Good,0,0,0
Zone_39,13,Industrial_Corridor,2566,44,44.0,11.78,0.268,12.31,60.27,3,Normal,Good,0,0,0
Zone_40,13,University_District,7930,55,55.0,33.47,0.609,28.38,58.55,3,Normal,Good,0,0,0
Zone_41,13,Highway_Junction,2549,42,42.0,15.15,0.361,14.37,63.92,3,Normal,Good,0,0,0
Zone_42,13,University_District,7369,58,58.0,38.04,0.656,35.39,55.92,8,Normal,Good,0,0,0
Zone_43,13,Commercial_Downtown,3988,78,78.0,28.64,0.367,17.77,60.92,7,Normal,Good,0,0,0
Zone_44,13,Suburban_LowDensity,3720,70,70.0,10.01,0.143,7.26,63.58,2,Normal,Good,0,1,1
Zone_45,13,Highway_Junction,2987,87,87.0,4.71,0.054,4.4,65.15,1,Normal,Good,0,0,0
Zone_46,13,University_District,8049,51,51.0,40.57,0.795,49.71,52.43,7,Normal,Good,0,0,0
Zone_47,13,University_District,8056,58,58.0,33.15,0.572,28.4,59.12,3,Normal,Good,0,0,0
Zone_48,13,Industrial_Corridor,3999,72,72.0,11.82,0.164,8.54,61.22,2,Normal,Good,0,0,0
Zone_49,13,University_District,11539,59,48.85,42.91,0.878,58.17,37.16,8,Light Rain,Moderate,0,2,1
Zone_50,13,University_District,11592,68,68.0,56.58,0.832,53.3,51.38,6,Normal,Good,0,0,0
Zone_01,14,Commercial_Downtown,8726,60,43.72,62.66,1.433,99.54,18.62,18,Light Rain,Moderate,1,2,1
Zone_02,14,Residential,12426,92,92.0,47.96,0.521,23.14,61.71,3,Normal,Good,0,0,0
Zone_03,14,University_District,7685,63,63.0,33.83,0.537,28.68,56.84,4,Normal,Good,0,2,1
Zone_04,14,Highway_Junction,2415,72,59.62,6.69,0.112,5.53,56.26,2,Light Rain,Moderate,0,1,1
Zone_05,14,Commercial_Downtown,8343,66,66.0,42.93,0.65,32.57,58.88,4,Normal,Good,0,0,0
Zone_06,14,University_District,8747,86,71.21,46.45,0.652,36.64,48.34,8,Light Rain,Moderate,0,0,0
Zone_07,14,University_District,7267,42,42.0,35.35,0.842,49.7,49.38,6,Normal,Good,0,1,1
Zone_08,14,Highway_Junction,2040,43,43.0,6.15,0.143,7.47,60.96,2,Normal,Good,0,1,1
Zone_09,14,Suburban_LowDensity,3241,92,92.0,4.95,0.054,10.51,61.27,1,Normal,Good,0,0,0
Zone_10,14,Residential,15099,47,47.0,44.6,0.949,60.54,44.53,4,Normal,Good,0,1,1
Zone_11,14,Residential,9955,43,37.84,40.4,1.068,63.53,43.57,8,Normal,Good,1,2,1
Zone_12,14,Commercial_Downtown,8725,68,68.0,47.75,0.702,39.1,55.55,9,Normal,Good,0,1,1
Zone_13,14,Suburban_LowDensity,1361,75,75.0,0.0,0.0,4.41,67.06,5,Normal,Good,0,0,0
Zone_14,14,University_District,10551,99,87.12,53.42,0.613,32.52,55.7,8,Normal,Good,1,0,0
Zone_15,14,Residential,14863,86,86.0,38.77,0.451,23.72,58.08,3,Normal,Good,0,0,0
Zone_16,14,Highway_Junction,1963,84,69.55,13.68,0.197,10.78,55.05,8,Light Rain,Moderate,0,1,1
Zone_17,14,Residential,8064,48,48.0,16.56,0.345,15.43,61.67,0,Normal,Good,0,0,0
Zone_18,14,Industrial_Corridor,3295,90,90.0,12.54,0.139,13.92,59.02,2,Normal,Good,0,0,0
Zone_19,14,Industrial_Corridor,4136,81,81.0,4.36,0.054,6.6,64.45,2,Normal,Good,0,0,0
Zone_20,14,Commercial_Downtown,3700,73,73.0,13.7,0.188,10.89,63.32,4,Normal,Good,0,0,0
Zone_21,14,Residential,11645,74,74.0,32.76,0.443,18.9,60.55,0,Normal,Good,0,1,1
Zone_22,14,University_District,7570,76,76.0,32.92,0.433,21.29,61.21,4,Normal,Good,0,0,0
Zone_23,14,Suburban_LowDensity,2228,53,53.0,0.0,0.0,0.91,62.59,0,Normal,Good,0,0,0
Zone_24,14,Commercial_Downtown,8634,99,99.0,40.59,0.41,17.85,61.4,5,Normal,Good,0,0,0
Zone_25,14,Residential,10790,71,71.0,40.48,0.57,29.87,56.12,6,Normal,Good,0,0,0
Zone_26,14,University_District,7678,75,62.1,35.2,0.567,27.05,52.19,3,Light Rain,Moderate,0,0,0
Zone_27,14,Suburban_LowDensity,4357,81,67.07,2.7,0.04,4.79,56.53,2,Light Rain,Moderate,0,0,0
Zone_28,14,Highway_Junction,1845,83,83.0,11.61,0.14,10.89,64.34,4,Normal,Good,0,0,0
Zone_29,14,Residential,13450,94,82.72,37.91,0.458,23.4,59.16,6,Normal,Good,1,0,0
Zone_30,14,Highway_Junction,2448,66,66.0,5.99,0.091,11.77,65.73,3,Normal,Good,0,0,0
Zone_31,14,Commercial_Downtown,9364,45,45.0,38.47,0.855,48.32,52.64,10,Normal,Good,0,1,1
Zone_32,14,Commercial_Downtown,7248,81,81.0,27.64,0.341,17.23,59.66,6,Normal,Good,0,0,0
Zone_33,14,Commercial_Downtown,6945,63,55.44,29.7,0.536,25.02,58.0,7,Normal,Good,1,1,1
Zone_34,14,Industrial_Corridor,3320,51,51.0,12.07,0.237,9.84,63.66,1,Normal,Good,0,0,0
Zone_35,14,Residential,15280,95,95.0,39.65,0.417,14.43,62.21,5,Normal,Good,0,0,0
Zone_36,14,Residential,12737,62,62.0,34.79,0.561,24.46,62.4,6,Normal,Good,0,0,0
Zone_37,14,Residential,11474,92,80.96,47.62,0.588,30.33,55.14,12,Normal,Good,1,0,0
Zone_38,14,Commercial_Downtown,9035,94,82.72,59.14,0.715,46.17,52.44,11,Normal,Good,1,0,0
Zone_39,14,Industrial_Corridor,2566,44,44.0,10.38,0.236,12.46,62.45,4,Normal,Good,0,0,0
Zone_40,14,University_District,7930,55,45.54,38.07,0.836,52.1,41.36,2,Light Rain,Moderate,0,0,0
Zone_41,14,Highway_Junction,2549,42,42.0,11.94,0.284,10.06,66.17,5,Normal,Good,0,0,0
Zone_42,14,University_District,7369,58,48.02,34.26,0.713,42.81,44.62,9,Light Rain,Moderate,0,0,0
Zone_43,14,Commercial_Downtown,3988,78,78.0,28.4,0.364,17.39,62.62,1,Normal,Good,0,0,0
Zone_44,14,Suburban_LowDensity,3720,70,70.0,11.01,0.157,11.04,64.97,4,Normal,Good,0,0,0
Zone_45,14,Highway_Junction,2987,87,87.0,8.75,0.101,6.22,64.88,3,Normal,Good,0,0,0
Zone_46,14,University_District,8049,51,51.0,39.13,0.767,41.06,54.96,3,Normal,Good,0,0,0
Zone_47,14,University_District,8056,58,51.04,35.79,0.701,39.18,55.33,8,Normal,Good,1,1,1
Zone_48,14,Industrial_Corridor,3999,72,52.46,23.15,0.441,22.55,51.85,4,Light Rain,Moderate,1,0,0
Zone_49,14,University_District,11539,59,59.0,53.01,0.898,52.8,47.31,2,Normal,Good,0,1,1
Zone_50,14,University_District,11592,68,56.3,57.1,1.014,71.02,37.25,5,Light Rain,Moderate,0,0,0
Zone_01,15,Commercial_Downtown,8726,60,60.0,53.61,0.893,52.65,51.88,6,Normal,Good,0,1,1
Zone_02,15,Residential,12426,92,92.0,45.2,0.491,22.15,59.28,2,Normal,Good,0,0,0
Zone_03,15,University_District,7685,63,63.0,30.06,0.477,19.32,62.1,2,Normal,Good,0,0,0
Zone_04,15,Highway_Junction,2415,72,59.62,10.72,0.18,13.22,52.52,5,Light Rain,Moderate,0,1,1
Zone_05,15,Commercial_Downtown,8343,66,66.0,43.72,0.662,34.59,55.01,8,Normal,Good,0,0,0
Zone_06,15,University_District,8747,86,86.0,45.16,0.525,26.26,59.75,4,Normal,Good,0,0,0
Zone_07,15,University_District,7267,42,42.0,28.72,0.684,36.75,55.9,5,Normal,Good,0,1,1
Zone_08,15,Highway_Junction,2040,43,43.0,5.45,0.127,4.84,64.93,3,Normal,Good,0,0,0
Zone_09,15,Suburban_LowDensity,3241,92,92.0,2.27,0.025,4.53,65.33,2,Normal,Good,0,0,0
Zone_10,15,Residential,15099,47,47.0,43.25,0.92,56.52,47.54,7,Normal,Good,0,0,0
Zone_11,15,Residential,9955,43,43.0,32.48,0.755,41.29,56.4,2,Normal,Good,0,0,0
Zone_12,15,Commercial_Downtown,8725,68,56.3,44.02,0.782,53.13,40.2,8,Light Rain,Moderate,0,0,0
Zone_13,15,Suburban_LowDensity,1361,75,75.0,0.0,0.0,6.04,66.19,0,Normal,Good,0,0,0
Zone_14,15,University_District,10551,99,99.0,52.19,0.527,28.51,57.46,4,Normal,Good,0,0,0
Zone_15,15,Residential,14863,86,86.0,48.35,0.562,29.97,55.04,7,Normal,Good,0,0,0
Zone_16,15,Highway_Junction,1963,84,84.0,17.05,0.203,12.72,66.35,4,Normal,Good,0,1,1
Zone_17,15,Residential,8064,48,48.0,20.88,0.435,20.73,62.89,2,Normal,Good,0,0,0
Zone_18,15,Industrial_Corridor,3295,90,90.0,20.87,0.232,9.56,64.44,2,Normal,Good,0,0,0
Zone_19,15,Industrial_Corridor,4136,81,67.07,3.23,0.048,7.08,55.98,2,Light Rain,Moderate,0,1,1
Zone_20,15,Commercial_Downtown,3700,73,73.0,12.65,0.173,9.23,59.13,5,Normal,Good,0,0,0
Zone_21,15,Residential,11645,74,74.0,32.75,0.443,25.28,54.17,3,Normal,Good,0,0,0
Zone_22,15,University_District,7570,76,76.0,28.34,0.373,13.07,62.79,4,Normal,Good,0,0,0
Zone_23,15,Suburban_LowDensity,2228,53,53.0,0.0,0.0,7.27,63.55,2,Normal,Good,0,0,0
Zone_24,15,Commercial_Downtown,8634,99,99.0,44.27,0.447,22.24,58.91,10,Normal,Good,0,0,0
Zone_25,15,Residential,10790,71,58.79,38.65,0.657,36.15,48.93,5,Light Rain,Moderate,0,1,1
Zone_26,15,University_District,7678,75,75.0,33.75,0.45,23.83,56.39,3,Normal,Good,0,0,0
Zone_27,15,Suburban_LowDensity,4357,81,81.0,14.11,0.174,6.24,61.2,1,Normal,Good,0,0,0
Zone_28,15,Highway_Junction,1845,83,83.0,11.95,0.144,9.73,66.44,5,Normal,Good,0,0,0
Zone_29,15,Residential,13450,94,94.0,45.29,0.482,21.93,61.08,2,Normal,Good,0,0,0
Zone_30,15,Highway_Junction,2448,66,66.0,8.02,0.122,1.03,63.84,5,Normal,Good,0,0,0
Zone_31,15,Commercial_Downtown,9364,45,45.0,36.13,0.803,46.35,51.19,5,Normal,Good,0,1,1
Zone_32,15,Commercial_Downtown,7248,81,67.07,34.02,0.507,29.91,51.38,3,Light Rain,Moderate,0,1,1
Zone_33,15,Commercial_Downtown,6945,63,63.0,28.5,0.452,25.52,58.78,6,Normal,Good,0,0,0
Zone_34,15,Industrial_Corridor,3320,51,51.0,11.78,0.231,13.54,60.39,3,Normal,Good,0,0,0
Zone_35,15,Residential,15280,95,95.0,35.28,0.371,18.63,58.19,4,Normal,Good,0,0,0
Zone_36,15,Residential,12737,62,62.0,53.51,0.863,51.73,46.45,3,Normal,Good,0,2,1
Zone_37,15,Residential,11474,92,92.0,39.84,0.433,18.6,60.65,2,Normal,Good,0,0,0
Zone_38,15,Commercial_Downtown,9035,94,94.0,52.71,0.561,25.2,61.36,8,Normal,Good,0,0,0
Zone_39,15,Industrial_Corridor,2566,44,44.0,1.02,0.023,3.86,65.51,3,Normal,Good,0,0,0
Zone_40,15,University_District,7930,55,55.0,35.51,0.646,35.11,55.82,10,Normal,Good,0,0,0
Zone_41,15,Highway_Junction,2549,42,42.0,11.09,0.264,13.24,59.71,2,Normal,Good,0,0,0
Zone_42,15,University_District,7369,58,48.02,30.92,0.644,34.06,48.05,5,Light Rain,Moderate,0,0,0
Zone_43,15,Commercial_Downtown,3988,78,78.0,31.36,0.402,17.81,61.03,5,Normal,Good,0,0,0
Zone_44,15,Suburban_LowDensity,3720,70,70.0,4.0,0.057,2.55,64.85,0,Normal,Good,0,0,0
Zone_45,15,Highway_Junction,2987,87,87.0,11.23,0.129,4.92,62.48,4,Normal,Good,0,0,0
Zone_46,15,University_District,8049,51,51.0,36.19,0.71,34.21,58.48,5,Normal,Good,0,0,0
Zone_47,15,University_District,8056,58,58.0,34.05,0.587,28.76,61.17,1,Normal,Good,0,0,0
Zone_48,15,Industrial_Corridor,3999,72,72.0,23.04,0.32,10.69,66.83,1,Normal,Good,0,0,0
Zone_49,15,University_District,11539,59,59.0,63.35,1.074,70.16,40.54,7,Normal,Good,0,0,0
Zone_50,15,University_District,11592,68,68.0,57.34,0.843,53.34,48.87,3,Normal,Good,0,0,0
Zone_01,16,Commercial_Downtown,8726,60,49.68,50.57,1.018,70.15,33.69,4,Light Rain,Moderate,0,0,0
Zone_02,16,Residential,12426,92,92.0,40.31,0.438,20.77,61.38,2,Normal,Good,0,0,0
Zone_03,16,University_District,7685,63,63.0,25.57,0.406,18.32,61.78,3,Normal,Good,0,0,0
Zone_04,16,Highway_Junction,2415,72,72.0,9.22,0.128,7.32,59.9,3,Normal,Good,0,0,0
Zone_05,16,Commercial_Downtown,8343,66,66.0,44.44,0.673,35.93,54.58,6,Normal,Good,0,0,0
Zone_06,16,University_District,8747,86,86.0,34.34,0.399,12.23,64.35,3,Normal,Good,0,0,0
Zone_07,16,University_District,7267,42,42.0,27.37,0.652,31.45,60.14,2,Normal,Good,0,0,0
Zone_08,16,Highway_Junction,2040,43,43.0,4.95,0.115,8.29,63.93,3,Normal,Good,0,0,0
Zone_09,16,Suburban_LowDensity,3241,92,92.0,0.0,0.0,6.25,63.98,1,Normal,Good,0,0,0
Zone_10,16,Residential,15099,47,47.0,46.33,0.986,61.5,45.46,5,Normal,Good,0,1,1
Zone_11,16,Residential,9955,43,43.0,27.76,0.646,31.26,58.05,5,Normal,Good,0,0,0
Zone_12,16,Commercial_Downtown,8725,68,68.0,43.08,0.634,30.6,57.42,3,Normal,Good,0,0,0
Zone_13,16,Suburban_LowDensity,1361,75,75.0,0.0,0.0,6.36,63.87,1,Normal,Good,0,0,0
Zone_14,16,University_District,10551,99,81.97,46.22,0.564,33.88,48.97,5,Light Rain,Moderate,0,0,0
Zone_15,16,Residential,14863,86,86.0,51.93,0.604,27.2,60.58,3,Normal,Good,0,0,0
Zone_16,16,Highway_Junction,1963,84,84.0,19.0,0.226,8.4,62.79,3,Normal,Good,0,1,1
Zone_17,16,Residential,8064,48,48.0,19.97,0.416,16.69,64.39,2,Normal,Good,0,0,0
Zone_18,16,Industrial_Corridor,3295,90,90.0,23.76,0.264,12.26,62.66,2,Normal,Good,0,0,0
Zone_19,16,Industrial_Corridor,4136,81,81.0,6.2,0.077,9.57,61.32,4,Normal,Good,0,0,0
Zone_20,16,Commercial_Downtown,3700,73,73.0,12.63,0.173,4.65,64.04,7,Normal,Good,0,0,0
Zone_21,16,Residential,11645,74,74.0,37.19,0.503,21.88,60.45,4,Normal,Good,0,0,0
Zone_22,16,University_District,7570,76,76.0,34.94,0.46,20.22,62.58,8,Normal,Good,0,0,0
Zone_23,16,Suburban_LowDensity,2228,53,53.0,5.27,0.099,3.03,67.55,1,Normal,Good,0,0,0
Zone_24,16,Commercial_Downtown,8634,99,99.0,40.2,0.406,22.77,57.89,5,Normal,Good,0,0,0
Zone_25,16,Residential,10790,71,58.79,36.27,0.617,36.27,44.59,0,Light Rain,Moderate,0,0,0
Zone_26,16,University_District,7678,75,62.1,28.43,0.458,26.19,49.49,3,Light Rain,Moderate,0,0,0
Zone_27,16,Suburban_LowDensity,4357,81,81.0,23.27,0.287,13.05,62.58,4,Normal,Good,0,0,0
Zone_28,16,Highway_Junction,1845,83,83.0,5.84,0.07,5.98,63.48,3,Normal,Good,0,0,0
Zone_29,16,Residential,13450,94,94.0,40.31,0.429,21.38,59.42,2,Normal,Good,0,0,0
Zone_30,16,Highway_Junction,2448,66,66.0,5.96,0.09,9.22,63.03,6,Normal,Good,0,0,0
Zone_31,16,Commercial_Downtown,9364,45,45.0,33.23,0.738,43.93,54.56,9,Normal,Good,0,0,0
Zone_32,16,Commercial_Downtown,7248,81,81.0,41.17,0.508,25.96,60.79,3,Normal,Good,0,0,0
Zone_33,16,Commercial_Downtown,6945,63,63.0,32.37,0.514,21.73,62.47,2,Normal,Good,0,2,1
Zone_34,16,Industrial_Corridor,3320,51,51.0,17.03,0.334,18.1,61.38,1,Normal,Good,0,0,0
Zone_35,16,Residential,15280,95,95.0,36.25,0.382,15.91,63.18,3,Normal,Good,0,0,0
Zone_36,16,Residential,12737,62,62.0,48.74,0.786,44.7,53.67,1,Normal,Good,0,0,0
Zone_37,16,Residential,11474,92,92.0,30.5,0.332,14.68,64.52,6,Normal,Good,0,0,0
Zone_38,16,Commercial_Downtown,9035,94,77.83,55.02,0.707,40.24,47.25,4,Light Rain,Moderate,0,0,0
Zone_39,16,Industrial_Corridor,2566,44,44.0,8.85,0.201,9.06,65.4,1,Normal,Good,0,0,0
Zone_40,16,University_District,7930,55,45.54,45.13,0.991,69.67,33.58,9,Light Rain,Moderate,0,1,1
Zone_41,16,Highway_Junction,2549,42,42.0,13.67,0.325,12.09,60.62,6,Normal,Good,0,0,0
Zone_42,16,University_District,7369,58,58.0,35.69,0.615,28.71,55.42,2,Normal,Good,0,0,0
Zone_43,16,Commercial_Downtown,3988,78,78.0,29.39,0.377,18.59,58.5,9,Normal,Good,0,0,0
Zone_44,16,Suburban_LowDensity,3720,70,70.0,3.87,0.055,10.35,62.39,3,Normal,Good,0,0,0
Zone_45,16,Highway_Junction,2987,87,72.04,21.4,0.297,15.72,54.66,10,Light Rain,Moderate,0,2,1
Zone_46,16,University_District,8049,51,51.0,33.92,0.665,34.25,55.94,6,Normal,Good,0,0,0
Zone_47,16,University_District,8056,58,58.0,36.53,0.63,33.89,58.59,3,Normal,Good,0,0,0
Zone_48,16,Industrial_Corridor,3999,72,72.0,20.27,0.282,12.77,62.45,2,Normal,Good,0,0,0
Zone_49,16,University_District,11539,59,59.0,58.17,0.986,66.14,43.47,7,Normal,Good,0,0,0
Zone_50,16,University_District,11592,68,68.0,58.49,0.86,48.94,47.68,9,Normal,Good,0,0,0
Zone_01,17,Commercial_Downtown,8726,60,60.0,48.7,0.812,53.09,49.0,8,Normal,Good,0,2,1
Zone_02,17,Residential,12426,92,92.0,36.55,0.397,15.55,62.72,4,Normal,Good,0,0,0
Zone_03,17,University_District,7685,63,63.0,26.66,0.423,19.0,59.94,1,Normal,Good,0,1,1
Zone_04,17,Highway_Junction,2415,72,72.0,10.92,0.152,10.19,65.19,2,Normal,Good,0,0,0
Zone_05,17,Commercial_Downtown,8343,66,66.0,51.59,0.782,44.92,52.59,9,Normal,Good,0,0,0
Zone_06,17,University_District,8747,86,86.0,45.34,0.527,26.0,56.01,1,Normal,Good,0,0,0
Zone_07,17,University_District,7267,42,42.0,26.74,0.637,36.26,55.4,1,Normal,Good,0,0,0
Zone_08,17,Highway_Junction,2040,43,43.0,5.82,0.135,2.67,61.88,3,Normal,Good,0,0,0
Zone_09,17,Suburban_LowDensity,3241,92,92.0,2.96,0.032,2.15,65.75,2,Normal,Good,0,0,0
Zone_10,17,Residential,15099,47,47.0,45.79,0.974,59.79,47.48,7,Normal,Good,0,0,0
Zone_11,17,Residential,9955,43,43.0,23.95,0.557,31.84,56.57,3,Normal,Good,0,0,0
Zone_12,17,Commercial_Downtown,8725,68,68.0,44.98,0.661,33.48,57.18,8,Normal,Good,0,0,0
Zone_13,17,Suburban_LowDensity,1361,75,75.0,12.84,0.171,7.05,62.6,1,Normal,Good,0,0,0
Zone_14,17,University_District,10551,99,99.0,45.4,0.459,23.9,58.55,5,Normal,Good,0,0,0
Zone_15,17,Residential,14863,86,86.0,55.64,0.647,32.83,59.97,5,Normal,Good,0,0,0
Zone_16,17,Highway_Junction,1963,84,84.0,14.1,0.168,8.35,67.28,4,Normal,Good,0,0,0
Zone_17,17,Residential,8064,48,48.0,13.22,0.275,13.55,62.02,5,Normal,Good,0,0,0
Zone_18,17,Industrial_Corridor,3295,90,90.0,13.26,0.147,8.42,61.78,1,Normal,Good,0,0,0
Zone_19,17,Industrial_Corridor,4136,81,81.0,6.44,0.08,12.41,64.54,2,Normal,Good,0,0,0
Zone_20,17,Commercial_Downtown,3700,73,73.0,15.85,0.217,10.29,62.81,1,Normal,Good,0,0,0
Zone_21,17,Residential,11645,74,74.0,26.71,0.361,16.13,61.9,2,Normal,Good,0,0,0
Zone_22,17,University_District,7570,76,76.0,36.22,0.477,21.39,58.17,2,Normal,Good,0,0,0
Zone_23,17,Suburban_LowDensity,2228,53,53.0,11.52,0.217,10.74,62.85,4,Normal,Good,0,1,1
Zone_24,17,Commercial_Downtown,8634,99,81.97,47.63,0.581,33.14,51.37,7,Light Rain,Moderate,0,0,0
Zone_25,17,Residential,10790,71,71.0,39.77,0.56,25.96,59.26,2,Normal,Good,0,0,0
Zone_26,17,University_District,7678,75,75.0,27.73,0.37,15.82,59.98,2,Normal,Good,0,0,0
Zone_27,17,Suburban_LowDensity,4357,81,81.0,27.07,0.334,9.54,65.82,1,Normal,Good,0,0,0
Zone_28,17,Highway_Junction,1845,83,83.0,9.06,0.109,2.89,66.15,2,Normal,Good,0,0,0
Zone_29,17,Residential,13450,94,94.0,37.07,0.394,13.56,64.72,3,Normal,Good,0,0,0
Zone_30,17,Highway_Junction,2448,66,66.0,3.86,0.058,4.11,64.17,4,Normal,Good,0,0,0
Zone_31,17,Commercial_Downtown,9364,45,45.0,29.92,0.665,32.09,53.19,6,Normal,Good,0,0,0
Zone_32,17,Commercial_Downtown,7248,81,81.0,41.99,0.518,26.75,55.13,2,Normal,Good,0,0,0
Zone_33,17,Commercial_Downtown,6945,63,63.0,32.26,0.512,19.95,60.45,6,Normal,Good,0,0,0
Zone_34,17,Industrial_Corridor,3320,51,51.0,22.4,0.439,16.93,63.71,1,Normal,Good,0,0,0
Zone_35,17,Residential,15280,95,95.0,43.49,0.458,21.07,60.0,2,Normal,Good,0,0,0
Zone_36,17,Residential,12737,62,62.0,38.89,0.627,32.63,59.64,3,Normal,Good,0,0,0
Zone_37,17,Residential,11474,92,92.0,35.33,0.384,16.19,60.49,1,Normal,Good,0,0,0
Zone_38,17,Commercial_Downtown,9035,94,94.0,45.97,0.489,25.64,58.09,4,Normal,Good,0,0,0
Zone_39,17,Industrial_Corridor,2566,44,44.0,6.91,0.157,10.59,61.34,1,Normal,Good,0,0,0
Zone_40,17,University_District,7930,55,55.0,42.0,0.764,42.63,53.01,4,Normal,Good,0,0,0
Zone_41,17,Highway_Junction,2549,42,42.0,14.53,0.346,17.5,61.05,7,Normal,Good,0,1,1
Zone_42,17,University_District,7369,58,48.02,37.48,0.781,50.47,39.85,4,Light Rain,Moderate,0,0,0
Zone_43,17,Commercial_Downtown,3988,78,78.0,35.72,0.458,18.72,59.89,2,Normal,Good,0,0,0
Zone_44,17,Suburban_LowDensity,3720,70,70.0,6.01,0.086,9.06,63.41,1,Normal,Good,0,0,0
Zone_45,17,Highway_Junction,2987,87,87.0,12.47,0.143,5.39,66.25,4,Normal,Good,0,0,0
Zone_46,17,University_District,8049,51,51.0,36.6,0.718,41.66,54.6,3,Normal,Good,0,0,0
Zone_47,17,University_District,8056,58,58.0,35.58,0.613,32.16,57.56,1,Normal,Good,0,0,0
Zone_48,17,Industrial_Corridor,3999,72,72.0,23.6,0.328,18.26,58.51,3,Normal,Good,0,0,0
