zone_id,week,zone_type,temporal_profile,population_density,road_capacity,effective_road_capacity,vehicle_density,traffic_pressure,congestion,average_speed,red_light_violations,weather,road_condition,special_event,incident_count,incident_occurred,previous_week_vehicle_density,previous_week_congestion,previous_week_average_speed,previous_week_red_light_violations,previous_week_incident_count,previous_week_incident_occurred,previous_week_traffic_pressure,rolling_4_week_avg_vehicle_density,rolling_4_week_avg_congestion,rolling_4_week_avg_speed,rolling_4_week_avg_violations,rolling_4_week_incident_count,rolling_4_week_incident_rate,rolling_4_week_avg_traffic_pressure,vehicle_density_change,congestion_change,speed_change,violations_change,traffic_pressure_change,incident_count_change,vehicle_density_pct_change,congestion_pct_change,speed_pct_change,vehicle_population_ratio,congestion_trend_4w,vehicle_density_trend_4w,speed_trend_4w,incident_trend_4w
Zone_07,4,University_District,GRADUAL_DETERIORATION,7267,42,42.0,26.41,0.629,35.28,60.27,1,Normal,Good,0,0,0,32.43,64.75,33.68,8.0,2.0,1.0,0.932,,,,,,,,-6.02,-29.47,26.59,-7.0,-0.303,2.0,-18.56,-45.51,78.95,3.634,,,,
Zone_07,5,University_District,GRADUAL_DETERIORATION,7267,42,42.0,30.16,0.718,39.35,53.1,4,Normal,Good,0,0,0,26.41,35.28,60.27,1.0,0.0,0.0,0.629,29.99,48.92,46.53,5.5,4.0,0.5,0.791,3.75,4.07,-7.17,3.0,0.089,-2.0,14.2,11.54,-11.9,4.15,-3.685,-0.875,4.858,-0.2
Zone_07,6,University_District,GRADUAL_DETERIORATION,7267,42,42.0,32.9,0.783,44.29,53.54,4,Normal,Good,0,0,0,30.16,39.35,53.1,4.0,0.0,0.0,0.718,30.12,44.79,50.59,4.75,2.0,0.25,0.757,2.74,4.94,0.44,0.0,0.065,0.0,9.08,12.55,0.83,4.527,-3.073,-1.001,1.999,-0.1
Zone_07,7,University_District,GRADUAL_DETERIORATION,7267,42,42.0,35.54,0.846,49.02,53.52,3,Normal,Good,0,0,0,32.9,44.29,53.54,4.0,0.0,0.0,0.783,30.48,45.92,50.15,4.25,2.0,0.25,0.766,2.64,4.73,-0.02,-1.0,0.063,0.0,8.02,10.68,-0.04,4.891,-5.731,0.516,5.241,-0.3
Zone_07,8,University_District,GRADUAL_DETERIORATION,7267,42,34.78,33.57,0.965,69.04,34.23,4,Light Rain,Moderate,0,1,1,35.54,49.02,53.52,3.0,0.0,0.0,0.846,31.25,41.98,55.11,3.0,0.0,0.0,0.744,-1.97,20.02,-19.29,1.0,0.119,0.0,-5.54,40.84,-36.04,4.62,4.616,3.013,-1.981,0.0
Zone_07,9,University_District,GRADUAL_DETERIORATION,7267,42,42.0,30.87,0.735,43.07,54.9,7,Normal,Good,0,0,0,33.57,69.04,34.23,4.0,1.0,1.0,0.965,33.04,50.42,48.6,3.75,1.0,0.25,0.828,-2.7,-25.97,20.67,3.0,-0.23,1.0,-8.04,-37.62,60.39,4.248,9.38,1.287,-5.663,0.3
Zone_07,10,University_District,GRADUAL_DETERIORATION,7267,42,34.78,33.87,0.974,67.97,32.68,8,Light Rain,Moderate,0,1,1,30.87,43.07,54.9,7.0,0.0,0.0,0.735,33.22,51.36,49.05,4.5,1.0,0.25,0.832,3.0,24.9,-22.22,1.0,0.239,-1.0,9.72,57.81,-40.47,4.661,1.636,-0.806,-1.521,0.1
Zone_07,11,University_District,GRADUAL_DETERIORATION,7267,42,42.0,35.41,0.843,49.52,47.99,6,Normal,Good,0,2,1,33.87,67.97,32.68,8.0,1.0,1.0,0.974,33.46,57.28,43.83,5.5,2.0,0.5,0.88,1.54,-18.45,15.31,-2.0,-0.131,1.0,4.55,-27.14,46.85,4.873,3.088,-0.771,-4.185,0.2
Zone_07,12,University_District,GRADUAL_DETERIORATION,7267,42,34.78,30.62,0.88,58.68,39.07,3,Light Rain,Moderate,0,0,0,35.41,49.52,47.99,6.0,2.0,1.0,0.843,33.43,57.4,42.45,6.25,4.0,0.75,0.879,-4.79,9.16,-8.92,-3.0,0.037,1.0,-13.53,18.5,-18.59,4.214,-3.366,0.852,1.906,0.1
Zone_07,13,University_District,GRADUAL_DETERIORATION,7267,42,42.0,29.07,0.692,31.67,59.32,7,Normal,Good,0,1,1,30.62,58.68,39.07,3.0,0.0,0.0,0.88,32.69,54.81,43.66,6.0,3.0,0.5,0.858,-1.55,-27.01,20.25,4.0,-0.188,-2.0,-5.06,-46.03,51.83,4.0,2.838,0.079,-3.218,0.0
Zone_07,14,University_District,GRADUAL_DETERIORATION,7267,42,42.0,36.85,0.877,54.89,47.62,7,Normal,Good,0,2,1,29.07,31.67,59.32,7.0,1.0,1.0,0.692,32.24,51.96,44.76,6.0,4.0,0.75,0.847,7.78,23.22,-11.7,0.0,0.185,1.0,26.76,73.32,-19.72,5.071,-9.974,-1.919,7.1,-0.1
Zone_07,15,University_District,GRADUAL_DETERIORATION,7267,42,42.0,36.19,0.862,54.78,45.33,9,Normal,Good,0,0,0,36.85,54.89,47.62,7.0,2.0,1.0,0.877,32.99,48.69,48.5,5.75,5.0,0.75,0.823,-0.66,-0.11,-2.29,2.0,-0.015,1.0,-1.79,-0.2,-4.81,4.98,-1.09,0.277,1.914,0.1
Zone_07,16,University_District,GRADUAL_DETERIORATION,7267,42,42.0,35.96,0.856,46.07,51.3,10,Normal,Good,0,0,0,36.19,54.78,45.33,9.0,0.0,0.0,0.862,33.18,50.0,47.83,6.5,3.0,0.5,0.828,-0.23,-8.71,5.97,1.0,-0.006,-2.0,-0.64,-15.9,13.17,4.948,1.152,2.449,0.708,0.0
Zone_07,17,University_District,GRADUAL_DETERIORATION,7267,42,42.0,32.51,0.774,43.65,51.86,9,Normal,Good,0,1,1,35.96,46.07,51.3,10.0,0.0,0.0,0.856,34.52,46.85,50.89,8.25,3.0,0.5,0.822,-3.45,-2.42,0.56,-1.0,-0.082,0.0,-9.59,-5.25,1.09,4.474,4.309,2.001,-2.635,-0.4
Zone_07,18,University_District,GRADUAL_DETERIORATION,7267,42,35.7,48.09,1.347,79.4,34.76,12,Normal,Good,1,1,1,32.51,43.65,51.86,9.0,1.0,1.0,0.774,35.38,49.85,49.03,8.75,3.0,0.5,0.842,15.58,35.75,-17.1,3.0,0.573,1.0,47.92,81.9,-32.97,6.618,-4.243,-1.325,1.869,0.0
Zone_07,19,University_District,GRADUAL_DETERIORATION,7267,42,35.7,46.67,1.307,81.63,38.28,10,Normal,Good,1,3,1,48.09,79.4,34.76,12.0,1.0,1.0,1.347,38.19,55.98,45.81,10.0,2.0,0.5,0.96,-1.42,2.23,3.52,-2.0,-0.04,0.0,-2.95,2.81,10.13,6.422,7.144,3.225,-3.115,0.4
Zone_07,20,University_District,GRADUAL_DETERIORATION,7267,42,42.0,47.84,1.139,75.52,40.36,8,Normal,Good,0,0,0,46.67,81.63,38.28,10.0,3.0,1.0,1.307,40.81,62.69,44.05,10.25,5.0,0.75,1.071,1.17,-6.11,2.08,-2.0,-0.168,2.0,2.51,-7.48,5.43,6.583,14.243,4.771,-5.616,0.3
Zone_07,21,University_District,GRADUAL_DETERIORATION,7267,42,42.0,40.34,0.96,58.02,50.0,7,Normal,Good,0,2,1,47.84,75.52,40.36,8.0,0.0,0.0,1.139,43.78,70.05,41.32,9.75,5.0,0.75,1.142,-7.5,-17.5,9.64,-1.0,-0.179,-3.0,-15.68,-23.17,23.88,5.551,9.784,4.457,-3.098,-0.3
Zone_07,22,University_District,GRADUAL_DETERIORATION,7267,42,42.0,34.92,0.831,49.13,49.94,5,Normal,Good,0,0,0,40.34,58.02,50.0,7.0,2.0,1.0,0.96,45.74,73.64,40.85,9.25,6.0,0.75,1.188,-5.42,-8.89,-0.06,-2.0,-0.129,2.0,-13.44,-15.32,-0.12,4.805,-7.025,-2.208,4.78,-0.1
Zone_07,23,University_District,GRADUAL_DETERIORATION,7267,42,42.0,37.81,0.9,50.21,51.21,1,Normal,Good,0,0,0,34.92,49.13,49.94,5.0,0.0,0.0,0.831,42.44,66.07,44.64,7.5,5.0,0.5,1.059,2.89,1.08,1.27,-4.0,0.069,-2.0,8.28,2.2,2.54,5.203,-11.5,-4.275,4.462,-0.2
Zone_07,24,University_District,GRADUAL_DETERIORATION,7267,42,42.0,33.48,0.797,47.43,49.94,6,Normal,Good,0,0,0,37.81,50.21,51.21,1.0,0.0,0.0,0.9,40.23,58.22,47.88,5.25,2.0,0.25,0.958,-4.33,-2.78,-1.27,5.0,-0.103,0.0,-11.45,-5.54,-2.48,4.607,-8.482,-3.551,3.249,-0.1
Zone_07,25,University_District,GRADUAL_DETERIORATION,7267,42,42.0,33.2,0.79,50.26,50.41,6,Normal,Good,0,0,0,33.48,47.43,49.94,6.0,0.0,0.0,0.797,36.64,51.2,50.27,4.75,2.0,0.25,0.872,-0.28,2.83,0.47,0.0,-0.007,0.0,-0.84,5.97,0.94,4.569,-3.069,-1.769,0.109,-0.3
Zone_07,26,University_District,GRADUAL_DETERIORATION,7267,42,42.0,29.31,0.698,38.89,55.68,3,Normal,Good,0,0,0,33.2,50.26,50.41,6.0,0.0,0.0,0.79,34.85,49.26,50.38,4.5,0.0,0.0,0.829,-3.89,-11.37,5.27,-3.0,-0.092,0.0,-11.72,-22.62,10.45,4.033,0.061,-0.949,0.014,0.0
Zone_07,27,University_District,GRADUAL_DETERIORATION,7267,42,42.0,33.75,0.804,43.77,54.59,10,Normal,Good,0,1,1,29.31,38.89,55.68,3.0,0.0,0.0,0.698,33.45,46.7,51.81,4.0,0.0,0.0,0.796,4.44,4.88,-1.09,7.0,0.106,0.0,15.15,12.55,-1.96,4.644,-3.113,-2.578,1.388,0.0
Zone_07,28,University_District,GRADUAL_DETERIORATION,7267,42,42.0,35.9,0.855,48.12,49.38,0,Normal,Good,0,0,0,33.75,43.77,54.59,10.0,1.0,1.0,0.804,32.44,45.09,52.66,6.25,1.0,0.25,0.772,2.15,4.35,-5.21,-10.0,0.051,1.0,6.37,9.94,-9.54,4.94,-2.235,-0.308,1.922,0.3
Zone_07,29,University_District,GRADUAL_DETERIORATION,7267,42,42.0,36.29,0.864,53.18,52.6,7,Normal,Good,0,0,0,35.9,48.12,49.38,0.0,0.0,0.0,0.855,33.04,45.26,52.52,4.75,1.0,0.25,0.787,0.39,5.06,3.22,7.0,0.009,-1.0,1.09,10.52,6.52,4.994,-0.154,1.254,-0.418,0.1
Zone_07,30,University_District,GRADUAL_DETERIORATION,7267,42,42.0,37.03,0.882,53.79,49.69,3,Normal,Good,0,0,0,36.29,53.18,52.6,7.0,0.0,0.0,0.864,33.81,45.99,53.06,5.0,1.0,0.25,0.805,0.74,0.61,-2.91,-4.0,0.018,0.0,2.04,1.15,-5.53,5.096,4.722,2.309,-1.445,-0.1
Zone_07,31,University_District,GRADUAL_DETERIORATION,7267,42,34.78,37.09,1.066,74.38,33.68,6,Light Rain,Moderate,0,0,0,37.03,53.79,49.69,3.0,0.0,0.0,0.882,35.74,49.72,51.56,5.0,1.0,0.25,0.851,0.06,20.59,-16.01,3.0,0.184,0.0,0.16,38.28,-32.22,5.104,3.512,1.023,-1.148,-0.3
Zone_07,32,University_District,GRADUAL_DETERIORATION,7267,42,34.78,45.23,1.3,93.9,23.68,7,Light Rain,Moderate,0,2,1,37.09,74.38,33.68,6.0,0.0,0.0,1.066,36.58,57.37,46.34,4.0,0.0,0.0,0.917,8.14,19.52,-10.0,1.0,0.234,0.0,21.95,26.24,-29.69,6.224,7.939,0.431,-5.001,0.0
Zone_07,33,University_District,GRADUAL_DETERIORATION,7267,42,24.57,50.43,2.053,100.0,10.0,11,Heavy Rain,Poor,0,2,1,45.23,93.9,23.68,7.0,2.0,1.0,1.3,38.91,68.81,39.91,5.75,2.0,0.25,1.028,5.2,6.1,-13.68,4.0,0.753,2.0,11.5,6.5,-57.77,6.94,14.275,2.688,-10.277,0.3
Zone_07,34,University_District,GRADUAL_DETERIORATION,7267,42,34.78,48.02,1.381,96.57,20.82,7,Light Rain,Moderate,0,3,1,50.43,100.0,10.0,11.0,2.0,1.0,2.053,42.44,80.52,29.26,6.75,4.0,0.5,1.325,-2.41,-3.43,10.82,-4.0,-0.672,0.0,-4.78,-3.43,108.2,6.608,15.815,4.834,-12.907,0.4
Zone_07,35,University_District,GRADUAL_DETERIORATION,7267,42,34.78,45.38,1.305,93.82,23.16,9,Light Rain,Moderate,0,3,1,48.02,96.57,20.82,7.0,3.0,1.0,1.381,45.19,91.21,22.04,7.75,7.0,0.75,1.45,-2.64,-2.75,2.34,2.0,-0.076,1.0,-5.5,-2.85,11.24,6.245,7.267,3.799,-5.226,0.3
Zone_07,36,University_District,GRADUAL_DETERIORATION,7267,42,42.0,55.77,1.328,86.23,37.28,12,Normal,Good,0,0,0,45.38,93.82,23.16,9.0,3.0,1.0,1.305,47.26,96.07,19.42,8.5,10.0,1.0,1.51,10.39,-7.59,14.12,3.0,0.023,0.0,22.9,-8.09,60.97,7.674,-0.367,-0.196,0.926,0.0
Zone_07,37,University_District,GRADUAL_DETERIORATION,7267,42,34.78,50.25,1.445,99.89,18.29,9,Light Rain,Moderate,0,3,1,55.77,86.23,37.28,12.0,0.0,0.0,1.328,49.9,94.16,22.82,9.75,8.0,0.75,1.517,-5.52,13.66,-18.99,-3.0,0.117,-3.0,-9.9,15.84,-50.94,6.915,-4.406,1.338,8.418,-0.3
Zone_07,38,University_District,GRADUAL_DETERIORATION,7267,42,42.0,50.73,1.208,73.89,36.79,5,Normal,Good,0,2,1,50.25,99.89,18.29,9.0,3.0,1.0,1.445,49.86,94.13,24.89,9.25,9.0,0.75,1.365,0.48,-26.0,18.5,-4.0,-0.237,3.0,0.96,-26.03,101.15,6.981,0.237,1.708,0.653,-0.1
Zone_07,39,University_District,GRADUAL_DETERIORATION,7267,42,42.0,50.57,1.204,75.78,36.69,16,Normal,Good,0,1,1,50.73,73.89,36.79,5.0,2.0,1.0,1.208,50.53,88.46,28.88,8.75,8.0,0.75,1.322,-0.16,1.89,-0.1,11.0,-0.004,-1.0,-0.32,2.56,-0.27,6.959,-4.613,1.053,2.19,0.1
Zone_07,40,University_District,GRADUAL_DETERIORATION,7267,42,42.0,54.11,1.288,81.56,35.38,6,Normal,Good,0,0,0,50.57,75.78,36.69,16.0,1.0,1.0,1.204,51.83,83.95,32.26,10.5,6.0,0.75,1.296,3.54,5.78,-1.31,-10.0,0.084,-1.0,7.0,7.63,-3.57,7.446,-5.735,-1.512,1.673,0.3
Zone_07,41,University_District,GRADUAL_DETERIORATION,7267,42,42.0,44.59,1.062,70.03,43.26,6,Normal,Good,0,4,1,54.11,81.56,35.38,6.0,0.0,0.0,1.288,51.42,82.78,31.79,9.0,6.0,0.75,1.286,-9.52,-11.53,7.88,0.0,-0.226,-1.0,-17.59,-14.14,22.27,6.136,-5.31,1.142,5.117,-0.3
Zone_07,42,University_District,GRADUAL_DETERIORATION,7267,42,42.0,44.98,1.071,66.11,42.35,12,Normal,Good,0,1,1,44.59,70.03,43.26,6.0,4.0,1.0,1.062,50.0,75.32,38.03,8.25,7.0,0.75,1.19,0.39,-3.92,-0.91,6.0,0.009,4.0,0.87,-5.6,-2.1,6.19,-0.58,-1.488,1.81,-0.1
Zone_07,43,University_District,GRADUAL_DETERIORATION,7267,42,42.0,46.49,1.107,67.71,44.12,7,Normal,Good,0,1,1,44.98,66.11,42.35,12.0,1.0,1.0,1.071,48.56,73.37,39.42,10.0,6.0,0.75,1.156,1.51,1.6,1.77,-5.0,0.036,-3.0,3.36,2.42,4.18,6.397,-4.054,-2.629,2.486,0.1
Zone_07,44,University_District,GRADUAL_DETERIORATION,7267,42,42.0,44.07,1.049,67.38,41.14,14,Normal,Good,0,0,0,46.49,67.71,44.12,7.0,1.0,1.0,1.107,47.54,71.35,41.28,7.75,6.0,0.75,1.132,-2.42,-0.33,-2.98,7.0,-0.058,0.0,-5.21,-0.49,-6.75,6.064,-4.547,-2.247,2.531,0.3
Zone_07,45,University_District,GRADUAL_DETERIORATION,7267,42,42.0,46.0,1.095,68.11,43.79,9,Normal,Good,0,0,0,44.07,67.38,41.14,14.0,0.0,0.0,1.049,45.03,67.81,42.72,9.75,6.0,0.75,1.072,1.93,0.73,2.65,-5.0,0.046,-1.0,4.38,1.08,6.44,6.33,-0.635,-0.005,-0.459,-0.3
Zone_07,46,University_District,GRADUAL_DETERIORATION,7267,42,34.78,43.16,1.241,90.39,25.38,8,Light Rain,Moderate,0,4,1,46.0,68.11,43.79,9.0,0.0,0.0,1.095,45.38,67.33,42.85,10.5,2.0,0.5,1.08,-2.84,22.28,-18.41,-1.0,0.146,0.0,-6.17,32.71,-42.04,5.939,0.567,0.064,0.134,-0.4
Zone_07,47,University_District,GRADUAL_DETERIORATION,7267,42,42.0,48.12,1.146,68.74,40.13,5,Normal,Good,0,0,0,43.16,90.39,25.38,8.0,4.0,1.0,1.241,44.93,73.4,38.61,9.5,5.0,0.5,1.123,4.96,-21.65,14.75,-3.0,-0.095,4.0,11.49,-23.95,58.12,6.622,6.877,-0.806,-5.357,0.0
Zone_07,48,University_District,GRADUAL_DETERIORATION,7267,42,42.0,47.53,1.132,73.91,38.49,6,Normal,Good,0,0,0,48.12,68.74,40.13,5.0,0.0,0.0,1.146,45.34,73.66,37.61,9.0,4.0,0.25,1.133,-0.59,5.17,-1.64,1.0,-0.014,-4.0,-1.23,7.52,-4.09,6.541,2.636,0.931,-2.144,0.1
Zone_07,49,University_District,GRADUAL_DETERIORATION,7267,42,34.78,49.34,1.419,91.49,22.89,6,Light Rain,Moderate,0,2,1,47.53,73.91,38.49,6.0,0.0,0.0,1.132,46.2,75.29,36.95,7.0,4.0,0.25,1.154,1.81,17.58,-15.6,0.0,0.287,0.0,3.81,23.79,-40.53,6.79,-0.425,0.955,-0.115,-0.1
Zone_07,50,University_District,GRADUAL_DETERIORATION,7267,42,42.0,50.91,1.212,75.9,34.63,7,Normal,Good,0,2,1,49.34,91.49,22.89,6.0,2.0,1.0,1.419,47.04,81.13,31.72,6.25,6.0,0.5,1.235,1.57,-15.59,11.74,1.0,-0.207,2.0,3.18,-17.04,51.29,7.006,0.847,1.795,-0.911,0.0
Zone_07,51,University_District,GRADUAL_DETERIORATION,7267,42,42.0,49.15,1.17,75.49,39.94,8,Normal,Good,0,2,1,50.91,75.9,34.63,7.0,2.0,1.0,1.212,48.98,77.51,34.03,6.0,4.0,0.5,1.227,-1.76,-0.41,5.31,1.0,-0.042,0.0,-3.46,-0.54,15.33,6.763,3.906,1.018,-3.21,0.4
Zone_07,52,University_District,GRADUAL_DETERIORATION,7267,42,34.78,45.16,1.298,87.84,23.9,11,Light Rain,Moderate,0,1,1,49.15,75.49,39.94,8.0,2.0,1.0,1.17,49.23,79.2,33.99,6.75,6.0,0.75,1.233,-3.99,12.35,-16.04,3.0,0.128,0.0,-8.12,16.36,-40.16,6.214,-1.085,0.643,1.609,0.3
Zone_08,1,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,10.12,0.235,10.63,62.48,2,Normal,Good,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,4.961,,,,
Zone_08,2,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,13.17,0.306,11.93,64.56,4,Normal,Good,0,0,0,10.12,10.63,62.48,2.0,0.0,0.0,0.235,,,,,,,,3.05,1.3,2.08,2.0,0.071,,30.14,12.23,3.33,6.456,,,,
Zone_08,3,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,10.77,0.25,14.81,61.14,5,Normal,Good,0,0,0,13.17,11.93,64.56,4.0,0.0,0.0,0.306,,,,,,,,-2.4,2.88,-3.42,1.0,-0.056,0.0,-18.22,24.14,-5.3,5.279,,,,
Zone_08,4,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,12.86,0.299,11.75,63.5,4,Normal,Good,0,0,0,10.77,14.81,61.14,5.0,0.0,0.0,0.25,,,,,,,,2.09,-3.06,2.36,-1.0,0.049,0.0,19.41,-20.66,3.86,6.304,,,,
Zone_08,5,Highway_Junction,PERIODIC_SPIKE,2040,43,38.7,20.22,0.522,29.67,56.42,15,Normal,Good,1,2,1,12.86,11.75,63.5,4.0,0.0,0.0,0.299,11.73,12.28,62.92,3.75,0.0,0.0,0.272,7.36,17.92,-7.08,11.0,0.223,0.0,57.23,152.51,-11.15,9.912,0.624,0.582,-0.036,0.0
Zone_08,6,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,16.77,0.39,20.09,61.32,6,Normal,Good,0,0,0,20.22,29.67,56.42,15.0,2.0,1.0,0.522,14.26,17.04,61.4,7.0,2.0,0.25,0.344,-3.45,-9.58,4.9,-9.0,-0.132,2.0,-17.06,-32.29,8.68,8.221,5.016,2.324,-2.206,0.3
Zone_08,7,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,17.06,0.397,16.19,59.42,2,Normal,Good,0,0,0,16.77,20.09,61.32,6.0,0.0,0.0,0.39,15.16,19.08,60.6,7.5,2.0,0.25,0.365,0.29,-3.9,-1.9,-4.0,0.007,-2.0,1.73,-19.41,-3.1,8.363,3.376,2.536,-0.654,0.1
Zone_08,8,Highway_Junction,PERIODIC_SPIKE,2040,43,35.6,8.56,0.24,14.41,55.93,6,Light Rain,Moderate,0,0,0,17.06,16.19,59.42,2.0,0.0,0.0,0.397,16.73,19.42,60.17,6.75,2.0,0.25,0.402,-8.5,-1.78,-3.49,4.0,-0.157,0.0,-49.82,-10.99,-5.87,4.196,0.374,0.915,-0.734,-0.1
Zone_08,9,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,3.61,0.084,6.44,63.5,1,Normal,Good,0,0,0,8.56,14.41,55.93,6.0,0.0,0.0,0.24,15.65,20.09,58.27,7.25,2.0,0.25,0.387,-4.95,-7.97,7.57,-5.0,-0.156,0.0,-57.83,-55.31,13.53,1.77,-4.968,-3.469,-0.337,-0.3
Zone_08,10,Highway_Junction,PERIODIC_SPIKE,2040,43,38.7,11.36,0.294,11.31,65.71,2,Normal,Good,1,0,0,3.61,6.44,63.5,1.0,0.0,0.0,0.084,11.5,14.28,60.04,3.75,0.0,0.0,0.278,7.75,4.87,2.21,1.0,0.21,0.0,214.68,75.62,3.48,5.569,-4.273,-4.798,0.305,0.0
Zone_08,11,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,9.97,0.232,7.27,65.24,6,Normal,Good,0,0,0,11.36,11.31,65.71,2.0,0.0,0.0,0.294,10.15,12.09,61.14,2.75,0.0,0.0,0.254,-1.39,-4.04,-0.47,4.0,-0.062,0.0,-12.24,-35.72,-0.72,4.887,-2.261,-2.205,2.644,0.0
Zone_08,12,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,11.01,0.256,14.66,66.73,4,Normal,Good,0,0,0,9.97,7.27,65.24,6.0,0.0,0.0,0.232,8.38,9.86,62.6,3.75,0.0,0.0,0.212,1.04,7.39,1.49,-2.0,0.024,0.0,10.43,101.65,2.28,5.397,-1.655,1.198,3.014,0.0
Zone_08,13,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,14.89,0.346,15.64,62.68,5,Normal,Good,0,0,0,11.01,14.66,66.73,4.0,0.0,0.0,0.256,8.99,9.92,65.29,3.25,0.0,0.0,0.216,3.88,0.98,-4.05,1.0,0.09,0.0,35.24,6.68,-6.07,7.299,2.062,2.081,0.922,0.0
Zone_08,14,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,12.22,0.284,13.19,64.41,3,Normal,Good,0,0,0,14.89,15.64,62.68,5.0,0.0,0.0,0.346,11.81,12.22,65.09,4.25,0.0,0.0,0.282,-2.67,-2.45,1.73,-2.0,-0.062,0.0,-17.93,-15.66,2.76,5.99,2.038,1.163,-0.76,0.0
Zone_08,15,Highway_Junction,PERIODIC_SPIKE,2040,43,38.7,20.45,0.528,20.06,62.15,10,Normal,Good,1,1,1,12.22,13.19,64.41,3.0,0.0,0.0,0.284,12.02,12.69,64.76,4.5,0.0,0.0,0.279,8.23,6.87,-2.26,7.0,0.244,0.0,67.35,52.08,-3.51,10.025,1.874,1.063,-0.654,0.0
Zone_08,16,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,20.2,0.47,22.61,58.83,3,Normal,Good,0,0,0,20.45,20.06,62.15,10.0,1.0,1.0,0.528,14.64,15.89,63.99,5.5,1.0,0.25,0.354,-0.25,2.55,-3.32,-7.0,-0.058,1.0,-1.22,12.71,-5.34,9.902,1.375,2.565,-1.201,0.3
Zone_08,17,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,22.33,0.519,24.83,58.93,6,Normal,Good,0,1,1,20.2,22.61,58.83,3.0,0.0,0.0,0.47,16.94,17.88,62.02,5.25,1.0,0.25,0.407,2.13,2.22,0.1,3.0,0.049,-1.0,10.54,9.82,0.17,10.946,2.778,2.416,-1.381,0.1
Zone_08,18,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,13.43,0.312,12.48,64.26,4,Normal,Good,0,0,0,22.33,24.83,58.93,6.0,1.0,1.0,0.519,18.8,20.17,61.08,5.5,2.0,0.5,0.45,-8.9,-12.35,5.33,-2.0,-0.207,1.0,-39.86,-49.74,9.04,6.583,3.747,3.008,-1.976,0.2
Zone_08,19,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,12.49,0.29,9.11,62.38,4,Normal,Good,0,0,0,13.43,12.48,64.26,4.0,0.0,0.0,0.312,19.1,20.0,61.04,5.75,2.0,0.5,0.457,-0.94,-3.37,-1.88,0.0,-0.022,-1.0,-7.0,-27.0,-2.93,6.123,-2.052,-1.893,0.643,-0.2
Zone_08,20,Highway_Junction,PERIODIC_SPIKE,2040,43,38.7,18.45,0.477,25.04,56.05,5,Normal,Good,1,0,0,12.49,9.11,62.38,4.0,0.0,0.0,0.29,17.11,17.26,61.1,4.25,1.0,0.25,0.398,5.96,15.93,-6.33,1.0,0.187,0.0,47.72,174.86,-10.15,9.044,-5.285,-3.203,1.598,-0.1
Zone_08,21,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,20.0,0.465,16.1,62.98,9,Normal,Good,0,0,0,18.45,25.04,56.05,5.0,0.0,0.0,0.477,16.67,17.86,60.4,4.75,1.0,0.25,0.399,1.55,-8.94,6.93,4.0,-0.012,0.0,8.4,-35.7,12.36,9.804,-0.274,-1.258,-1.052,-0.3
Zone_08,22,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,12.76,0.297,10.12,65.34,3,Normal,Good,0,0,0,20.0,16.1,62.98,9.0,0.0,0.0,0.465,16.09,15.68,61.42,5.5,0.0,0.0,0.386,-7.24,-5.98,2.36,-6.0,-0.168,0.0,-36.2,-37.14,3.75,6.255,2.679,2.567,-1.017,0.0
Zone_08,23,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,6.13,0.143,4.42,62.8,4,Normal,Good,0,0,0,12.76,10.12,65.34,3.0,0.0,0.0,0.297,15.92,15.09,61.69,5.25,0.0,0.0,0.382,-6.63,-5.7,-2.54,1.0,-0.154,0.0,-51.96,-56.32,-3.89,3.005,-0.591,0.236,1.581,0.0
Zone_08,24,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,10.84,0.252,10.55,63.35,5,Normal,Good,0,0,0,6.13,4.42,62.8,4.0,0.0,0.0,0.143,14.34,13.92,61.79,5.25,0.0,0.0,0.346,4.71,6.13,0.55,1.0,0.109,0.0,76.83,138.68,0.88,5.314,-6.784,-4.42,2.261,0.0
Zone_08,25,Highway_Junction,PERIODIC_SPIKE,2040,43,38.7,18.57,0.48,26.69,60.24,10,Normal,Good,1,0,0,10.84,10.55,63.35,5.0,0.0,0.0,0.252,12.43,10.3,63.62,5.25,0.0,0.0,0.289,7.73,16.14,-3.11,5.0,0.228,0.0,71.31,152.98,-4.91,9.103,-2.235,-3.411,-0.143,0.0
