zone_id,week,zone_type,temporal_profile,population_density,road_capacity,effective_road_capacity,vehicle_density,traffic_pressure,congestion,average_speed,red_light_violations,weather,road_condition,special_event,incident_count,incident_occurred
Zone_17,13,Residential,EVENT_SENSITIVE,8064,48,39.74,18.87,0.475,23.59,49.14,2,Light Rain,Moderate,0,0,0
Zone_18,13,Industrial_Corridor,STABLE,3295,90,90.0,3.04,0.034,9.49,63.37,2,Normal,Good,0,0,0
Zone_19,13,Industrial_Corridor,EVENT_SENSITIVE,4136,81,81.0,20.68,0.255,11.59,62.84,2,Normal,Good,0,0,0
Zone_20,13,Commercial_Downtown,STABLE,3700,73,73.0,14.28,0.196,9.68,61.37,5,Normal,Good,0,0,0
Zone_21,13,Residential,GRADUAL_DETERIORATION,11645,74,74.0,29.66,0.401,21.64,64.11,1,Normal,Good,0,0,0
Zone_22,13,University_District,GRADUAL_DETERIORATION,7570,76,62.93,29.45,0.468,21.18,50.86,2,Light Rain,Moderate,0,0,0
Zone_23,13,Suburban_LowDensity,EVENT_SENSITIVE,2228,53,53.0,0.0,0.0,4.92,67.87,0,Normal,Good,0,0,0
Zone_24,13,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,99.0,44.09,0.445,22.95,57.95,8,Normal,Good,0,0,0
Zone_25,13,Residential,STABLE,10790,71,71.0,37.33,0.526,28.95,57.51,0,Normal,Good,0,2,1
Zone_26,13,University_District,STABLE,7678,75,75.0,33.8,0.451,23.52,59.02,3,Normal,Good,0,0,0
Zone_27,13,Suburban_LowDensity,PERIODIC_SPIKE,4357,81,81.0,10.46,0.129,5.94,64.52,3,Normal,Good,0,0,0
Zone_28,13,Highway_Junction,PERIODIC_SPIKE,1845,83,83.0,7.08,0.085,9.6,63.02,2,Normal,Good,0,0,0
Zone_29,13,Residential,RECOVERY_AFTER_DISRUPTION,13450,94,77.83,47.14,0.606,35.15,48.7,5,Light Rain,Moderate,0,0,0
Zone_30,13,Highway_Junction,GRADUAL_DETERIORATION,2448,66,66.0,10.56,0.16,14.38,60.77,0,Normal,Good,0,0,0
Zone_31,13,Commercial_Downtown,EVENT_SENSITIVE,9364,45,45.0,49.41,1.098,68.41,44.48,11,Normal,Good,0,0,0
Zone_32,13,Commercial_Downtown,GRADUAL_IMPROVEMENT,7248,81,81.0,38.78,0.479,21.44,58.49,7,Normal,Good,0,0,0
Zone_33,13,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,6945,63,63.0,31.0,0.492,19.64,59.86,3,Normal,Good,0,0,0
Zone_34,13,Industrial_Corridor,GRADUAL_DETERIORATION,3320,51,51.0,17.69,0.347,16.31,63.08,5,Normal,Good,0,0,0
Zone_35,13,Residential,GRADUAL_IMPROVEMENT,15280,95,95.0,41.87,0.441,21.3,59.12,2,Normal,Good,0,0,0
Zone_36,13,Residential,PERIODIC_SPIKE,12737,62,62.0,42.48,0.685,34.97,55.24,8,Normal,Good,0,0,0
Zone_37,13,Residential,RECOVERY_AFTER_DISRUPTION,11474,92,92.0,26.41,0.287,12.33,61.19,6,Normal,Good,0,0,0
Zone_38,13,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,9035,94,77.83,60.28,0.775,47.6,43.09,10,Light Rain,Moderate,0,1,1
Zone_39,13,Industrial_Corridor,GRADUAL_DETERIORATION,2566,44,44.0,9.72,0.221,11.4,64.8,1,Normal,Good,0,0,0
Zone_40,13,University_District,PERIODIC_SPIKE,7930,55,55.0,36.63,0.666,39.55,55.46,5,Normal,Good,0,0,0
Zone_41,13,Highway_Junction,GRADUAL_DETERIORATION,2549,42,34.78,11.59,0.333,17.89,54.6,4,Light Rain,Moderate,0,0,0
Zone_42,13,University_District,PERIODIC_SPIKE,7369,58,58.0,24.63,0.425,19.35,58.63,0,Normal,Good,0,0,0
Zone_43,13,Commercial_Downtown,STABLE,3988,78,78.0,12.46,0.16,7.64,66.06,4,Normal,Good,0,0,0
Zone_44,13,Suburban_LowDensity,STABLE,3720,70,57.96,14.94,0.258,11.97,55.97,7,Light Rain,Moderate,0,1,1
Zone_45,13,Highway_Junction,GRADUAL_DETERIORATION,2987,87,87.0,15.45,0.178,9.64,62.55,2,Normal,Good,0,0,0
Zone_46,13,University_District,GRADUAL_IMPROVEMENT,8049,51,51.0,32.24,0.632,36.02,51.81,2,Normal,Good,0,0,0
Zone_47,13,University_District,RECOVERY_AFTER_DISRUPTION,8056,58,48.02,45.16,0.94,61.37,36.72,7,Light Rain,Moderate,0,1,1
Zone_48,13,Industrial_Corridor,RECOVERY_AFTER_DISRUPTION,3999,72,72.0,16.78,0.233,8.89,63.53,2,Normal,Good,0,0,0
Zone_49,13,University_District,STABLE,11539,59,59.0,59.92,1.016,69.82,41.56,4,Normal,Good,0,2,1
Zone_50,13,University_District,GRADUAL_DETERIORATION,11592,68,68.0,64.4,0.947,59.58,47.36,9,Normal,Good,0,1,1
Zone_01,14,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,8726,60,60.0,49.51,0.825,47.03,53.9,12,Normal,Good,0,1,1
Zone_02,14,Residential,STABLE,12426,92,92.0,48.1,0.523,25.67,60.1,4,Normal,Good,0,0,0
Zone_03,14,University_District,EVENT_SENSITIVE,7685,63,63.0,23.29,0.37,19.59,59.32,3,Normal,Good,0,0,0
Zone_04,14,Highway_Junction,GRADUAL_DETERIORATION,2415,72,59.62,13.43,0.225,11.78,54.81,8,Light Rain,Moderate,0,1,1
Zone_05,14,Commercial_Downtown,GRADUAL_IMPROVEMENT,8343,66,66.0,28.06,0.425,19.29,60.6,4,Normal,Good,0,0,0
Zone_06,14,University_District,STABLE,8747,86,86.0,33.54,0.39,12.81,61.81,2,Normal,Good,0,0,0
Zone_07,14,University_District,GRADUAL_DETERIORATION,7267,42,42.0,36.85,0.877,54.89,47.62,7,Normal,Good,0,2,1
Zone_08,14,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,12.22,0.284,13.19,64.41,3,Normal,Good,0,0,0
Zone_09,14,Suburban_LowDensity,PERIODIC_SPIKE,3241,92,92.0,1.92,0.021,7.41,64.79,1,Normal,Good,0,0,0
Zone_10,14,Residential,GRADUAL_DETERIORATION,15099,47,47.0,54.2,1.153,72.71,41.93,2,Normal,Good,0,0,0
Zone_11,14,Residential,RECOVERY_AFTER_DISRUPTION,9955,43,35.6,29.8,0.837,50.41,39.59,5,Light Rain,Moderate,0,0,0
Zone_12,14,Commercial_Downtown,GRADUAL_IMPROVEMENT,8725,68,68.0,39.26,0.577,29.77,56.14,11,Normal,Good,0,0,0
Zone_13,14,Suburban_LowDensity,EVENT_SENSITIVE,1361,75,75.0,9.28,0.124,3.9,66.22,2,Normal,Good,0,0,0
Zone_14,14,University_District,RECOVERY_AFTER_DISRUPTION,10551,99,99.0,55.67,0.562,24.99,59.03,2,Normal,Good,0,0,0
Zone_15,14,Residential,GRADUAL_DETERIORATION,14863,86,71.21,54.65,0.767,48.36,41.0,2,Light Rain,Moderate,0,0,0
Zone_16,14,Highway_Junction,GRADUAL_DETERIORATION,1963,84,84.0,15.72,0.187,9.94,65.57,6,Normal,Good,0,0,0
Zone_17,14,Residential,EVENT_SENSITIVE,8064,48,39.74,18.57,0.467,21.2,49.22,2,Light Rain,Moderate,0,0,0
Zone_18,14,Industrial_Corridor,STABLE,3295,90,90.0,5.39,0.06,3.92,65.04,1,Normal,Good,0,0,0
Zone_19,14,Industrial_Corridor,EVENT_SENSITIVE,4136,81,67.07,13.31,0.198,6.77,53.95,0,Light Rain,Moderate,0,0,0
Zone_20,14,Commercial_Downtown,STABLE,3700,73,73.0,18.15,0.249,14.55,61.78,6,Normal,Good,0,0,0
Zone_21,14,Residential,GRADUAL_DETERIORATION,11645,74,74.0,31.11,0.42,18.37,57.59,2,Normal,Good,0,0,0
Zone_22,14,University_District,GRADUAL_DETERIORATION,7570,76,76.0,36.5,0.48,23.77,58.72,2,Normal,Good,0,0,0
Zone_23,14,Suburban_LowDensity,EVENT_SENSITIVE,2228,53,53.0,0.0,0.0,3.99,62.92,1,Normal,Good,0,0,0
Zone_24,14,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,99.0,38.65,0.39,16.53,62.32,5,Normal,Good,0,0,0
Zone_25,14,Residential,STABLE,10790,71,58.79,30.65,0.521,23.35,51.67,5,Light Rain,Moderate,0,0,0
Zone_26,14,University_District,STABLE,7678,75,75.0,28.37,0.378,13.95,65.42,5,Normal,Good,0,0,0
Zone_27,14,Suburban_LowDensity,PERIODIC_SPIKE,4357,81,81.0,11.04,0.136,8.22,65.6,2,Normal,Good,0,0,0
Zone_28,14,Highway_Junction,PERIODIC_SPIKE,1845,83,83.0,7.76,0.093,6.44,64.78,6,Normal,Good,0,0,0
Zone_29,14,Residential,RECOVERY_AFTER_DISRUPTION,13450,94,94.0,46.48,0.494,30.45,58.19,6,Normal,Good,0,0,0
Zone_30,14,Highway_Junction,GRADUAL_DETERIORATION,2448,66,66.0,10.92,0.165,11.03,63.03,1,Normal,Good,0,0,0
Zone_31,14,Commercial_Downtown,EVENT_SENSITIVE,9364,45,45.0,50.48,1.122,69.02,42.09,6,Normal,Good,0,0,0
Zone_32,14,Commercial_Downtown,GRADUAL_IMPROVEMENT,7248,81,81.0,43.5,0.537,23.39,62.91,3,Normal,Good,0,0,0
Zone_33,14,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,6945,63,52.16,31.58,0.605,33.55,48.0,11,Light Rain,Moderate,0,0,0
Zone_34,14,Industrial_Corridor,GRADUAL_DETERIORATION,3320,51,51.0,20.03,0.393,18.61,61.87,8,Normal,Good,0,0,0
Zone_35,14,Residential,GRADUAL_IMPROVEMENT,15280,95,95.0,42.76,0.45,19.39,61.62,2,Normal,Good,0,0,0
Zone_36,14,Residential,PERIODIC_SPIKE,12737,62,62.0,37.9,0.611,29.51,55.98,1,Normal,Good,0,0,0
Zone_37,14,Residential,RECOVERY_AFTER_DISRUPTION,11474,92,92.0,35.38,0.385,16.96,63.36,3,Normal,Good,0,0,0
Zone_38,14,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,9035,94,94.0,56.54,0.601,33.95,55.2,4,Normal,Good,0,1,1
Zone_39,14,Industrial_Corridor,GRADUAL_DETERIORATION,2566,44,44.0,8.9,0.202,9.93,66.64,1,Normal,Good,0,0,0
Zone_40,14,University_District,PERIODIC_SPIKE,7930,55,55.0,41.03,0.746,39.94,52.35,2,Normal,Good,0,1,1
Zone_41,14,Highway_Junction,GRADUAL_DETERIORATION,2549,42,34.78,14.12,0.406,20.05,56.85,2,Light Rain,Moderate,0,0,0
Zone_42,14,University_District,PERIODIC_SPIKE,7369,58,58.0,28.78,0.496,21.59,56.38,3,Normal,Good,0,0,0
Zone_43,14,Commercial_Downtown,STABLE,3988,78,78.0,16.07,0.206,7.74,62.4,1,Normal,Good,0,0,0
Zone_44,14,Suburban_LowDensity,STABLE,3720,70,57.96,8.68,0.15,12.2,51.96,4,Light Rain,Moderate,0,0,0
Zone_45,14,Highway_Junction,GRADUAL_DETERIORATION,2987,87,87.0,21.03,0.242,11.53,61.75,1,Normal,Good,0,0,0
Zone_46,14,University_District,GRADUAL_IMPROVEMENT,8049,51,51.0,28.68,0.562,24.77,60.32,3,Normal,Good,0,1,1
Zone_47,14,University_District,RECOVERY_AFTER_DISRUPTION,8056,58,58.0,44.25,0.763,42.67,52.04,6,Normal,Good,0,0,0
Zone_48,14,Industrial_Corridor,RECOVERY_AFTER_DISRUPTION,3999,72,59.62,12.32,0.207,10.61,56.0,3,Light Rain,Moderate,0,0,0
Zone_49,14,University_District,STABLE,11539,59,59.0,64.65,1.096,71.94,40.16,12,Normal,Good,0,1,1
Zone_50,14,University_District,GRADUAL_DETERIORATION,11592,68,68.0,61.49,0.904,51.56,50.03,5,Normal,Good,0,0,0
Zone_01,15,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,8726,60,60.0,54.37,0.906,49.26,51.08,4,Normal,Good,0,0,0
Zone_02,15,Residential,STABLE,12426,92,76.18,43.56,0.572,31.91,49.0,5,Light Rain,Moderate,0,0,0
Zone_03,15,University_District,EVENT_SENSITIVE,7685,63,52.16,29.75,0.57,31.96,47.41,3,Light Rain,Moderate,0,2,1
Zone_04,15,Highway_Junction,GRADUAL_DETERIORATION,2415,72,72.0,19.57,0.272,10.57,64.93,5,Normal,Good,0,0,0
Zone_05,15,Commercial_Downtown,GRADUAL_IMPROVEMENT,8343,66,66.0,32.96,0.499,25.11,56.54,9,Normal,Good,0,0,0
Zone_06,15,University_District,STABLE,8747,86,86.0,38.55,0.448,24.33,56.69,4,Normal,Good,0,0,0
Zone_07,15,University_District,GRADUAL_DETERIORATION,7267,42,42.0,36.19,0.862,54.78,45.33,9,Normal,Good,0,0,0
Zone_08,15,Highway_Junction,PERIODIC_SPIKE,2040,43,38.7,20.45,0.528,20.06,62.15,10,Normal,Good,1,1,1
Zone_09,15,Suburban_LowDensity,PERIODIC_SPIKE,3241,92,82.8,3.28,0.04,7.87,65.61,2,Normal,Good,1,0,0
Zone_10,15,Residential,GRADUAL_DETERIORATION,15099,47,47.0,50.84,1.082,71.64,39.05,8,Normal,Good,0,1,1
Zone_11,15,Residential,RECOVERY_AFTER_DISRUPTION,9955,43,43.0,31.82,0.74,46.02,46.78,7,Normal,Good,0,0,0
Zone_12,15,Commercial_Downtown,GRADUAL_IMPROVEMENT,8725,68,68.0,42.77,0.629,27.84,59.81,6,Normal,Good,0,0,0
Zone_13,15,Suburban_LowDensity,EVENT_SENSITIVE,1361,75,62.1,10.1,0.163,11.04,55.41,0,Light Rain,Moderate,0,0,0
Zone_14,15,University_District,RECOVERY_AFTER_DISRUPTION,10551,99,99.0,59.31,0.599,31.53,56.32,4,Normal,Good,0,0,0
Zone_15,15,Residential,GRADUAL_DETERIORATION,14863,86,71.21,55.63,0.781,47.33,44.71,5,Light Rain,Moderate,0,1,1
Zone_16,15,Highway_Junction,GRADUAL_DETERIORATION,1963,84,84.0,13.14,0.156,12.05,59.69,3,Normal,Good,0,0,0
Zone_17,15,Residential,EVENT_SENSITIVE,8064,48,48.0,26.25,0.547,23.41,56.75,7,Normal,Good,0,0,0
Zone_18,15,Industrial_Corridor,STABLE,3295,90,90.0,14.72,0.164,9.72,61.32,4,Normal,Good,0,0,0
Zone_19,15,Industrial_Corridor,EVENT_SENSITIVE,4136,81,81.0,12.64,0.156,8.84,64.35,2,Normal,Good,0,0,0
Zone_20,15,Commercial_Downtown,STABLE,3700,73,73.0,19.19,0.263,9.13,64.38,3,Normal,Good,0,0,0
Zone_21,15,Residential,GRADUAL_DETERIORATION,11645,74,74.0,29.99,0.405,16.4,58.46,2,Normal,Good,0,0,0
Zone_22,15,University_District,GRADUAL_DETERIORATION,7570,76,76.0,42.59,0.56,31.32,61.12,1,Normal,Good,0,1,1
Zone_23,15,Suburban_LowDensity,EVENT_SENSITIVE,2228,53,53.0,3.12,0.059,3.86,64.94,0,Normal,Good,0,0,0
Zone_24,15,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,99.0,37.21,0.376,19.8,62.88,4,Normal,Good,0,0,0
Zone_25,15,Residential,STABLE,10790,71,71.0,31.41,0.442,22.68,57.81,4,Normal,Good,0,0,0
Zone_26,15,University_District,STABLE,7678,75,62.1,35.7,0.575,35.83,46.58,5,Light Rain,Moderate,0,0,0
Zone_27,15,Suburban_LowDensity,PERIODIC_SPIKE,4357,81,72.9,31.35,0.43,19.96,57.75,3,Normal,Good,1,1,1
Zone_28,15,Highway_Junction,PERIODIC_SPIKE,1845,83,74.7,7.28,0.097,10.08,62.87,3,Normal,Good,1,0,0
Zone_29,15,Residential,RECOVERY_AFTER_DISRUPTION,13450,94,94.0,45.08,0.48,20.08,62.92,3,Normal,Good,0,0,0
Zone_30,15,Highway_Junction,GRADUAL_DETERIORATION,2448,66,66.0,8.66,0.131,5.84,63.54,4,Normal,Good,0,0,0
Zone_31,15,Commercial_Downtown,EVENT_SENSITIVE,9364,45,45.0,51.99,1.155,71.14,39.61,19,Normal,Good,0,3,1
Zone_32,15,Commercial_Downtown,GRADUAL_IMPROVEMENT,7248,81,81.0,37.35,0.461,23.08,58.83,6,Normal,Good,0,0,0
Zone_33,15,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,6945,63,63.0,35.82,0.569,29.82,60.27,7,Normal,Good,0,0,0
Zone_34,15,Industrial_Corridor,GRADUAL_DETERIORATION,3320,51,51.0,14.36,0.282,8.87,63.68,0,Normal,Good,0,0,0
Zone_35,15,Residential,GRADUAL_IMPROVEMENT,15280,95,95.0,43.1,0.454,17.61,59.48,4,Normal,Good,0,0,0
Zone_36,15,Residential,PERIODIC_SPIKE,12737,62,55.8,40.9,0.733,36.1,57.8,8,Normal,Good,1,1,1
Zone_37,15,Residential,RECOVERY_AFTER_DISRUPTION,11474,92,92.0,40.96,0.445,21.49,61.36,3,Normal,Good,0,0,0
Zone_38,15,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,9035,94,94.0,64.62,0.687,38.54,53.6,7,Normal,Good,0,0,0
Zone_39,15,Industrial_Corridor,GRADUAL_DETERIORATION,2566,44,44.0,11.67,0.265,15.96,61.95,1,Normal,Good,0,0,0
Zone_40,15,University_District,PERIODIC_SPIKE,7930,55,40.99,45.01,1.098,76.89,30.58,4,Light Rain,Moderate,1,4,1
Zone_41,15,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,8.81,0.21,13.72,61.17,6,Normal,Good,0,0,0
Zone_42,15,University_District,PERIODIC_SPIKE,7369,58,52.2,35.68,0.684,33.3,59.09,3,Normal,Good,1,0,0
Zone_43,15,Commercial_Downtown,STABLE,3988,78,78.0,18.19,0.233,9.77,62.75,2,Normal,Good,0,0,0
Zone_44,15,Suburban_LowDensity,STABLE,3720,70,70.0,8.62,0.123,6.34,60.51,1,Normal,Good,0,0,0
Zone_45,15,Highway_Junction,GRADUAL_DETERIORATION,2987,87,87.0,23.1,0.266,10.77,65.18,2,Normal,Good,0,0,0
Zone_46,15,University_District,GRADUAL_IMPROVEMENT,8049,51,51.0,27.81,0.545,25.75,61.57,2,Normal,Good,0,0,0
Zone_47,15,University_District,RECOVERY_AFTER_DISRUPTION,8056,58,48.02,43.84,0.913,54.9,37.58,6,Light Rain,Moderate,0,2,1
Zone_48,15,Industrial_Corridor,RECOVERY_AFTER_DISRUPTION,3999,72,72.0,16.46,0.229,11.72,61.72,2,Normal,Good,0,0,0
Zone_49,15,University_District,STABLE,11539,59,59.0,65.03,1.102,67.02,41.25,8,Normal,Good,0,3,1
Zone_50,15,University_District,GRADUAL_DETERIORATION,11592,68,68.0,67.9,0.999,64.86,42.58,4,Normal,Good,0,1,1
Zone_01,16,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,8726,60,60.0,61.22,1.02,63.61,44.89,12,Normal,Good,0,0,0
Zone_02,16,Residential,STABLE,12426,92,76.18,46.33,0.608,33.67,44.71,4,Light Rain,Moderate,0,0,0
Zone_03,16,University_District,EVENT_SENSITIVE,7685,63,63.0,26.86,0.426,17.96,61.05,1,Normal,Good,0,0,0
Zone_04,16,Highway_Junction,GRADUAL_DETERIORATION,2415,72,72.0,18.53,0.257,9.85,66.12,5,Normal,Good,0,0,0
Zone_05,16,Commercial_Downtown,GRADUAL_IMPROVEMENT,8343,66,54.65,33.16,0.607,36.31,46.13,4,Light Rain,Moderate,0,2,1
Zone_06,16,University_District,STABLE,8747,86,86.0,39.75,0.462,20.99,61.21,1,Normal,Good,0,0,0
Zone_07,16,University_District,GRADUAL_DETERIORATION,7267,42,42.0,35.96,0.856,46.07,51.3,10,Normal,Good,0,0,0
Zone_08,16,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,20.2,0.47,22.61,58.83,3,Normal,Good,0,0,0
Zone_09,16,Suburban_LowDensity,PERIODIC_SPIKE,3241,92,92.0,8.26,0.09,14.75,62.08,6,Normal,Good,0,0,0
Zone_10,16,Residential,GRADUAL_DETERIORATION,15099,47,47.0,55.58,1.183,71.4,43.77,9,Normal,Good,0,0,0
Zone_11,16,Residential,RECOVERY_AFTER_DISRUPTION,9955,43,43.0,32.84,0.764,43.19,52.69,2,Normal,Good,0,0,0
Zone_12,16,Commercial_Downtown,GRADUAL_IMPROVEMENT,8725,68,56.3,37.16,0.66,41.34,44.19,5,Light Rain,Moderate,0,0,0
Zone_13,16,Suburban_LowDensity,EVENT_SENSITIVE,1361,75,75.0,6.73,0.09,9.22,63.48,0,Normal,Good,0,0,0
Zone_14,16,University_District,RECOVERY_AFTER_DISRUPTION,10551,99,99.0,54.71,0.553,26.06,58.15,2,Normal,Good,0,0,0
Zone_15,16,Residential,GRADUAL_DETERIORATION,14863,86,86.0,61.62,0.717,39.1,53.02,4,Normal,Good,0,0,0
Zone_16,16,Highway_Junction,GRADUAL_DETERIORATION,1963,84,84.0,16.39,0.195,8.52,66.59,5,Normal,Good,0,0,0
Zone_17,16,Residential,EVENT_SENSITIVE,8064,48,48.0,19.46,0.405,21.37,62.35,7,Normal,Good,0,1,1
Zone_18,16,Industrial_Corridor,STABLE,3295,90,90.0,16.64,0.185,12.61,61.2,1,Normal,Good,0,0,0
Zone_19,16,Industrial_Corridor,EVENT_SENSITIVE,4136,81,81.0,19.12,0.236,10.8,61.66,3,Normal,Good,0,1,1
Zone_20,16,Commercial_Downtown,STABLE,3700,73,60.44,15.44,0.255,12.86,55.11,2,Light Rain,Moderate,0,1,1
Zone_21,16,Residential,GRADUAL_DETERIORATION,11645,74,74.0,33.85,0.457,19.43,62.09,2,Normal,Good,0,0,0
Zone_22,16,University_District,GRADUAL_DETERIORATION,7570,76,76.0,41.08,0.541,27.06,57.34,3,Normal,Good,0,0,0
Zone_23,16,Suburban_LowDensity,EVENT_SENSITIVE,2228,53,53.0,5.71,0.108,6.49,60.84,3,Normal,Good,0,0,0
Zone_24,16,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,99.0,37.4,0.378,19.17,57.92,1,Normal,Good,0,0,0
Zone_25,16,Residential,STABLE,10790,71,71.0,33.44,0.471,20.36,59.04,7,Normal,Good,0,0,0
Zone_26,16,University_District,STABLE,7678,75,62.1,42.31,0.681,40.87,45.56,3,Light Rain,Moderate,0,0,0
Zone_27,16,Suburban_LowDensity,PERIODIC_SPIKE,4357,81,81.0,18.19,0.225,13.64,61.15,2,Normal,Good,0,0,0
Zone_28,16,Highway_Junction,PERIODIC_SPIKE,1845,83,83.0,11.96,0.144,7.28,64.81,5,Normal,Good,0,0,0
Zone_29,16,Residential,RECOVERY_AFTER_DISRUPTION,13450,94,94.0,41.39,0.44,20.57,61.64,6,Normal,Good,0,0,0
Zone_30,16,Highway_Junction,GRADUAL_DETERIORATION,2448,66,66.0,10.08,0.153,9.94,65.36,1,Normal,Good,0,0,0
Zone_31,16,Commercial_Downtown,EVENT_SENSITIVE,9364,45,45.0,45.5,1.011,63.12,45.92,6,Normal,Good,0,0,0
Zone_32,16,Commercial_Downtown,GRADUAL_IMPROVEMENT,7248,81,81.0,33.08,0.408,20.84,61.02,7,Normal,Good,0,0,0
Zone_33,16,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,6945,63,52.16,37.76,0.724,42.05,49.75,13,Light Rain,Moderate,0,2,1
Zone_34,16,Industrial_Corridor,GRADUAL_DETERIORATION,3320,51,51.0,11.29,0.221,7.4,66.07,4,Normal,Good,0,0,0
Zone_35,16,Residential,GRADUAL_IMPROVEMENT,15280,95,95.0,42.73,0.45,17.9,60.0,3,Normal,Good,0,0,0
Zone_36,16,Residential,PERIODIC_SPIKE,12737,62,62.0,40.67,0.656,32.15,56.75,5,Normal,Good,0,0,0
Zone_37,16,Residential,RECOVERY_AFTER_DISRUPTION,11474,92,92.0,44.68,0.486,22.04,59.14,4,Normal,Good,0,0,0
Zone_38,16,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,9035,94,94.0,54.86,0.584,33.0,56.66,4,Normal,Good,0,0,0
Zone_39,16,Industrial_Corridor,GRADUAL_DETERIORATION,2566,44,44.0,7.31,0.166,9.8,63.41,4,Normal,Good,0,0,0
Zone_40,16,University_District,PERIODIC_SPIKE,7930,55,55.0,42.32,0.769,45.97,53.33,3,Normal,Good,0,0,0
Zone_41,16,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,12.97,0.309,15.38,63.9,2,Normal,Good,0,0,0
Zone_42,16,University_District,PERIODIC_SPIKE,7369,58,58.0,41.04,0.708,38.83,54.89,8,Normal,Good,0,1,1
Zone_43,16,Commercial_Downtown,STABLE,3988,78,78.0,27.01,0.346,16.26,58.9,2,Normal,Good,0,0,0
Zone_44,16,Suburban_LowDensity,STABLE,3720,70,70.0,6.59,0.094,6.99,62.86,0,Normal,Good,0,0,0
Zone_45,16,Highway_Junction,GRADUAL_DETERIORATION,2987,87,87.0,20.67,0.238,5.66,61.38,3,Normal,Good,0,0,0
Zone_46,16,University_District,GRADUAL_IMPROVEMENT,8049,51,51.0,29.68,0.582,24.98,60.12,4,Normal,Good,0,1,1
Zone_47,16,University_District,RECOVERY_AFTER_DISRUPTION,8056,58,58.0,48.39,0.834,50.69,51.76,2,Normal,Good,0,0,0
Zone_48,16,Industrial_Corridor,RECOVERY_AFTER_DISRUPTION,3999,72,59.62,16.16,0.271,18.6,52.75,1,Light Rain,Moderate,0,0,0
Zone_49,16,University_District,STABLE,11539,59,59.0,64.53,1.094,71.98,40.29,10,Normal,Good,0,2,1
Zone_50,16,University_District,GRADUAL_DETERIORATION,11592,68,68.0,62.7,0.922,52.73,47.08,5,Normal,Good,0,0,0
Zone_01,17,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,8726,60,60.0,65.4,1.09,68.96,41.27,11,Normal,Good,0,0,0
Zone_02,17,Residential,STABLE,12426,92,92.0,43.25,0.47,20.96,64.0,1,Normal,Good,0,0,0
Zone_03,17,University_District,EVENT_SENSITIVE,7685,63,63.0,22.92,0.364,18.0,62.53,4,Normal,Good,0,0,0
Zone_04,17,Highway_Junction,GRADUAL_DETERIORATION,2415,72,72.0,21.19,0.294,4.57,65.21,6,Normal,Good,0,0,0
Zone_05,17,Commercial_Downtown,GRADUAL_IMPROVEMENT,8343,66,66.0,34.97,0.53,24.34,59.96,7,Normal,Good,0,0,0
Zone_06,17,University_District,STABLE,8747,86,86.0,37.76,0.439,18.2,60.68,2,Normal,Good,0,0,0
Zone_07,17,University_District,GRADUAL_DETERIORATION,7267,42,42.0,32.51,0.774,43.65,51.86,9,Normal,Good,0,1,1
Zone_08,17,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,22.33,0.519,24.83,58.93,6,Normal,Good,0,1,1
Zone_09,17,Suburban_LowDensity,PERIODIC_SPIKE,3241,92,92.0,13.63,0.148,7.7,62.35,2,Normal,Good,0,0,0
Zone_10,17,Residential,GRADUAL_DETERIORATION,15099,47,47.0,46.58,0.991,64.22,45.04,7,Normal,Good,0,0,0
Zone_11,17,Residential,RECOVERY_AFTER_DISRUPTION,9955,43,35.6,31.44,0.883,63.7,37.27,6,Light Rain,Moderate,0,2,1
Zone_12,17,Commercial_Downtown,GRADUAL_IMPROVEMENT,8725,68,68.0,40.38,0.594,24.94,60.64,2,Normal,Good,0,0,0
Zone_13,17,Suburban_LowDensity,EVENT_SENSITIVE,1361,75,75.0,1.62,0.022,1.69,67.12,2,Normal,Good,0,1,1
Zone_14,17,University_District,RECOVERY_AFTER_DISRUPTION,10551,99,99.0,54.2,0.547,24.09,59.12,4,Normal,Good,0,0,0
Zone_15,17,Residential,GRADUAL_DETERIORATION,14863,86,86.0,53.38,0.621,28.77,54.31,4,Normal,Good,0,0,0
Zone_16,17,Highway_Junction,GRADUAL_DETERIORATION,1963,84,84.0,22.1,0.263,14.98,62.81,2,Normal,Good,0,0,0
